sp_id,product_id,seller_id,title,content,rating,customer_id,created_at
215305457,215305455,76045,Cực kì hài lòng,"tất đẹp, hơi trơn chút do chất liệu",5,8928118,1703001157
215305457,215305455,76045,Cực kì hài lòng,,5,12218800,1717090968
215305457,215305455,76045,Cực kì hài lòng,,5,24148906,1700735993
215305457,215305455,76045,Cực kì hài lòng,,5,10166440,1686880678
215305457,215305455,76045,Hài lòng,,4,29514938,1705469195
72217316,26267562,108828,Cực kì hài lòng,"Sản phẩm khá ok, rất vừa túi tiền",5,27527201,1717539582
72217316,26267562,108828,Cực kì hài lòng,"chất liệu tốt, giao hàng siêu nhanh, cực kỳ tin tường",5,7681326,1703743535
72217316,26267562,108828,Cực kì hài lòng,"Hàng đẹp như hình chất liệu vừa phải ko dầy cũng ko quá mỏng ,cá nhân mình thích mỏng hơn đi cho mát",5,29255647,1689059573
72217316,26267562,108828,Cực kì hài lòng,Đóng gói đẹp. Hàng chất lượng. Tiki giao nhanh.,5,1314079,1635053637
72217316,26267562,108828,Cực kì hài lòng,,5,17031750,1728893664
72217316,26267562,108828,Cực kì hài lòng,,5,30119949,1728063835
72217316,26267562,108828,Cực kì hài lòng,,5,8432684,1728056871
72217316,26267562,108828,Cực kì hài lòng,,5,8103128,1727711685
72217316,26267562,108828,Cực kì hài lòng,,5,13836472,1727687303
72217316,26267562,108828,Cực kì hài lòng,,5,25833679,1725076011
72217316,26267562,108828,Cực kì hài lòng,,5,8960608,1723171777
72217316,26267562,108828,Cực kì hài lòng,,5,11441771,1720226933
72217316,26267562,108828,Cực kì hài lòng,Với hơi mỏng nhưng vẫn khuyến khích cho 5 sao nha,5,17226273,1687960607
72217316,26267562,108828,Cực kì hài lòng,,5,22880609,1712591832
72217316,26267562,108828,Cực kì hài lòng,,5,5488027,1710347953
72217316,26267562,108828,Cực kì hài lòng,"Giáo hàng nhanh, rất ưng",5,29006226,1694590849
72217316,26267562,108828,Cực kì hài lòng,,5,5601597,1706438217
72217316,26267562,108828,Cực kì hài lòng,Mỏng nhưng mát. Giá tốt,5,1199980,1689639363
72217316,26267562,108828,Cực kì hài lòng,,5,14733716,1703288674
72217316,26267562,108828,Cực kì hài lòng,,5,17191380,1700912808
72217316,26267562,108828,Cực kì hài lòng,,5,1697079,1698300503
72217316,26267562,108828,Cực kì hài lòng,,5,13709178,1697784250
72217316,26267562,108828,Cực kì hài lòng,,5,27460728,1696744348
72217316,26267562,108828,Cực kì hài lòng,"hàng giao nhanh, đẹp nhé",5,6894025,1642149010
72217316,26267562,108828,Cực kì hài lòng,,5,8367312,1691095807
72217316,26267562,108828,Cực kì hài lòng,,5,23352753,1686468633
72217316,26267562,108828,Cực kì hài lòng,"Sản phẩm tốt, shop giao hàng nhanh, đóng gói đẹp",5,8128290,1655267637
72217316,26267562,108828,Cực kì hài lòng,,5,11097486,1682404674
72217316,26267562,108828,Cực kì hài lòng,"Sản phẩm tốt, phù hợp với giá tiền",5,17455447,1656995232
